Nutrient group,Variable,Value,Commodity
Calcium (mg) - Total population - Household income 185–300% poverty line,Away from home-Restaurant-2017–18,51.25,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Household income > 300% poverty line,Away from home-Restaurant-2017–18,78.85,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population,Away from home-Restaurant-2017–18,32.68,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Children age 2–19,Away from home-Restaurant-2017–18,14.21,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Adults age 20–64,Away from home-Restaurant-2017–18,38.82,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Seniors age 65 and above,Away from home-Restaurant-2017–18,36.95,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income < 185% poverty line,Away from home-Restaurant-2017–18,21.76,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income 185–300% poverty line,Away from home-Restaurant-2017–18,27.97,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income > 300% poverty line,Away from home-Restaurant-2017–18,44.76,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population,Away from home-Restaurant-2017–18,1.20,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Children age 2–19,Away from home-Restaurant-2017–18,0.56,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Adults age 20–64,Away from home-Restaurant-2017–18,1.45,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Seniors age 65 and above,Away from home-Restaurant-2017–18,1.22,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income < 185% poverty line,Away from home-Restaurant-2017–18,0.91,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income 185–300% poverty line,Away from home-Restaurant-2017–18,0.92,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income > 300% poverty line,Away from home-Restaurant-2017–18,1.57,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population,Away from home-Restaurant-2017–18,1.00,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Children age 2–19,Away from home-Restaurant-2017–18,0.44,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Adults age 20–64,Away from home-Restaurant-2017–18,1.21,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Seniors age 65 and above,Away from home-Restaurant-2017–18,1.03,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income < 185% poverty line,Away from home-Restaurant-2017–18,0.69,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income 185–300% poverty line,Away from home-Restaurant-2017–18,0.79,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income > 300% poverty line,Away from home-Restaurant-2017–18,1.37,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population,Away from home-Restaurant-2017–18,2.37,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Children age 2–19,Away from home-Restaurant-2017–18,1.15,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Adults age 20–64,Away from home-Restaurant-2017–18,2.84,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Seniors age 65 and above,Away from home-Restaurant-2017–18,2.43,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income < 185% poverty line,Away from home-Restaurant-2017–18,1.61,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income 185–300% poverty line,Away from home-Restaurant-2017–18,2.10,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income > 300% poverty line,Away from home-Restaurant-2017–18,3.19,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population,Away from home-Restaurant-2017–18,7.92,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Children age 2–19,Away from home-Restaurant-2017–18,3.84,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Adults age 20–64,Away from home-Restaurant-2017–18,9.47,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Seniors age 65 and above,Away from home-Restaurant-2017–18,8.15,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income < 185% poverty line,Away from home-Restaurant-2017–18,5.49,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income 185–300% poverty line,Away from home-Restaurant-2017–18,6.99,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income > 300% poverty line,Away from home-Restaurant-2017–18,10.58,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population,Away from home-Restaurant-2017–18,376.76,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Children age 2–19,Away from home-Restaurant-2017–18,172.60,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Adults age 20–64,Away from home-Restaurant-2017–18,451.20,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Seniors age 65 and above,Away from home-Restaurant-2017–18,399.11,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income < 185% poverty line,Away from home-Restaurant-2017–18,256.02,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income 185–300% poverty line,Away from home-Restaurant-2017–18,283.97,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income > 300% poverty line,Away from home-Restaurant-2017–18,525.07,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population,Away from home-Fast food-2017–18,360.90,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Children age 2–19,Away from home-Fast food-2017–18,332.43,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Adults age 20–64,Away from home-Fast food-2017–18,423.82,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Seniors age 65 and above,Away from home-Fast food-2017–18,161.90,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Household income < 185% poverty line,Away from home-Fast food-2017–18,359.31,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Household income 185–300% poverty line,Away from home-Fast food-2017–18,359.47,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Household income > 300% poverty line,Away from home-Fast food-2017–18,362.94,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population,Away from home-Fast food-2017–18,143.72,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Children age 2–19,Away from home-Fast food-2017–18,128.99,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Adults age 20–64,Away from home-Fast food-2017–18,171.29,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Seniors age 65 and above,Away from home-Fast food-2017–18,59.93,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Household income < 185% poverty line,Away from home-Fast food-2017–18,135.81,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Household income 185–300% poverty line,Away from home-Fast food-2017–18,136.22,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Household income > 300% poverty line,Away from home-Fast food-2017–18,153.96,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population,Away from home-Fast food-2017–18,48.08,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Children age 2–19,Away from home-Fast food-2017–18,37.55,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Adults age 20–64,Away from home-Fast food-2017–18,58.28,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Seniors age 65 and above,Away from home-Fast food-2017–18,24.75,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income < 185% poverty line,Away from home-Fast food-2017–18,46.33,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income 185–300% poverty line,Away from home-Fast food-2017–18,47.56,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income > 300% poverty line,Away from home-Fast food-2017–18,49.93,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population,Away from home-Fast food-2017–18,2.24,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Children age 2–19,Away from home-Fast food-2017–18,2.14,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Adults age 20–64,Away from home-Fast food-2017–18,2.58,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Seniors age 65 and above,Away from home-Fast food-2017–18,1.05,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income < 185% poverty line,Away from home-Fast food-2017–18,2.25,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income 185–300% poverty line,Away from home-Fast food-2017–18,2.16,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income > 300% poverty line,Away from home-Fast food-2017–18,2.25,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population,Away from home-Fast food-2017–18,2.06,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Children age 2–19,Away from home-Fast food-2017–18,1.82,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Adults age 20–64,Away from home-Fast food-2017–18,2.43,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Seniors age 65 and above,Away from home-Fast food-2017–18,0.99,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income < 185% poverty line,Away from home-Fast food-2017–18,2.03,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income 185–300% poverty line,Away from home-Fast food-2017–18,2.05,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income > 300% poverty line,Away from home-Fast food-2017–18,2.08,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population,Away from home-Fast food-2017–18,5.40,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Children age 2–19,Away from home-Fast food-2017–18,5.02,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Adults age 20–64,Away from home-Fast food-2017–18,6.29,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Seniors age 65 and above,Away from home-Fast food-2017–18,2.56,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income < 185% poverty line,Away from home-Fast food-2017–18,5.26,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income 185–300% poverty line,Away from home-Fast food-2017–18,5.33,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income > 300% poverty line,Away from home-Fast food-2017–18,5.57,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population,Away from home-Fast food-2017–18,16.21,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Children age 2–19,Away from home-Fast food-2017–18,14.88,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Adults age 20–64,Away from home-Fast food-2017–18,18.97,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Seniors age 65 and above,Away from home-Fast food-2017–18,7.60,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income < 185% poverty line,Away from home-Fast food-2017–18,16.20,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income 185–300% poverty line,Away from home-Fast food-2017–18,16.27,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income > 300% poverty line,Away from home-Fast food-2017–18,16.20,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population,Away from home-Fast food-2017–18,644.24,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Children age 2–19,Away from home-Fast food-2017–18,566.24,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Adults age 20–64,Away from home-Fast food-2017–18,767.91,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Seniors age 65 and above,Away from home-Fast food-2017–18,286.35,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income < 185% poverty line,Away from home-Fast food-2017–18,662.61,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income 185–300% poverty line,Away from home-Fast food-2017–18,620.01,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income > 300% poverty line,Away from home-Fast food-2017–18,635.48,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population,Away from home-School-2017–18,28.21,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Children age 2–19,Away from home-School-2017–18,118.63,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Adults age 20–64,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Seniors age 65 and above,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Household income < 185% poverty line,Away from home-School-2017–18,41.98,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Household income 185–300% poverty line,Away from home-School-2017–18,32.63,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Household income > 300% poverty line,Away from home-School-2017–18,13.52,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population,Away from home-School-2017–18,21.43,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Children age 2–19,Away from home-School-2017–18,90.11,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Adults age 20–64,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Seniors age 65 and above,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Household income < 185% poverty line,Away from home-School-2017–18,32.47,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Household income 185–300% poverty line,Away from home-School-2017–18,26.83,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Household income > 300% poverty line,Away from home-School-2017–18,8.98,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population,Away from home-School-2017–18,2.55,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Children age 2–19,Away from home-School-2017–18,10.73,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Adults age 20–64,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Seniors age 65 and above,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income < 185% poverty line,Away from home-School-2017–18,4.00,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income 185–300% poverty line,Away from home-School-2017–18,2.54,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income > 300% poverty line,Away from home-School-2017–18,1.18,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population,Away from home-School-2017–18,0.29,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Children age 2–19,Away from home-School-2017–18,1.14,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Adults age 20–64,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Seniors age 65 and above,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income < 185% poverty line,Away from home-School-2017–18,0.43,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income 185–300% poverty line,Away from home-School-2017–18,0.35,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income > 300% poverty line,Away from home-School-2017–18,0.14,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population,Away from home-School-2017–18,0.21,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Children age 2–19,Away from home-School-2017–18,0.88,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Adults age 20–64,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Seniors age 65 and above,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income < 185% poverty line,Away from home-School-2017–18,0.32,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income 185–300% poverty line,Away from home-School-2017–18,0.23,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Household income > 300% poverty line,Away from home-School-2017–18,0.09,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population,Away from home-School-2017–18,0.35,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Children age 2–19,Away from home-School-2017–18,1.48,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Adults age 20–64,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Seniors age 65 and above,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income < 185% poverty line,Away from home-School-2017–18,0.53,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income 185–300% poverty line,Away from home-School-2017–18,0.43,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g) - Total population - Household income > 300% poverty line,Away from home-School-2017–18,0.16,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population,Away from home-School-2017–18,0.96,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Children age 2–19,Away from home-School-2017–18,4.05,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Adults age 20–64,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Seniors age 65 and above,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income < 185% poverty line,Away from home-School-2017–18,1.42,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income 185–300% poverty line,Away from home-School-2017–18,1.15,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g) - Total population - Household income > 300% poverty line,Away from home-School-2017–18,0.46,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population,Away from home-School-2017–18,40.86,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Children age 2–19,Away from home-School-2017–18,171.82,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Adults age 20–64,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Seniors age 65 and above,Away from home-School-2017–18,,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income < 185% poverty line,Away from home-School-2017–18,62.44,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income 185–300% poverty line,Away from home-School-2017–18,44.76,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Sodium (mg) - Total population - Household income > 300% poverty line,Away from home-School-2017–18,18.91,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population,Away from home-Other-2017–18,128.20,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Children age 2–19,Away from home-Other-2017–18,126.70,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Adults age 20–64,Away from home-Other-2017–18,129.32,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Seniors age 65 and above,Away from home-Other-2017–18,126.15,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Household income < 185% poverty line,Away from home-Other-2017–18,131.45,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Household income 185–300% poverty line,Away from home-Other-2017–18,94.93,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Energy (calories) - Total population - Household income > 300% poverty line,Away from home-Other-2017–18,137.08,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population,Away from home-Other-2017–18,65.60,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Children age 2–19,Away from home-Other-2017–18,56.02,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Adults age 20–64,Away from home-Other-2017–18,71.92,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Seniors age 65 and above,Away from home-Other-2017–18,55.76,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Household income < 185% poverty line,Away from home-Other-2017–18,60.90,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Household income 185–300% poverty line,Away from home-Other-2017–18,51.04,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Calcium (mg) - Total population - Household income > 300% poverty line,Away from home-Other-2017–18,75.31,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population,Away from home-Other-2017–18,16.37,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Children age 2–19,Away from home-Other-2017–18,13.78,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Adults age 20–64,Away from home-Other-2017–18,16.90,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Seniors age 65 and above,Away from home-Other-2017–18,18.26,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income < 185% poverty line,Away from home-Other-2017–18,16.54,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income 185–300% poverty line,Away from home-Other-2017–18,9.97,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Cholesterol (mg) - Total population - Household income > 300% poverty line,Away from home-Other-2017–18,18.51,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population,Away from home-Other-2017–18,0.88,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Children age 2–19,Away from home-Other-2017–18,0.84,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Adults age 20–64,Away from home-Other-2017–18,0.91,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Seniors age 65 and above,Away from home-Other-2017–18,0.85,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income < 185% poverty line,Away from home-Other-2017–18,0.96,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income 185–300% poverty line,Away from home-Other-2017–18,0.64,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Fiber (g) - Total population - Household income > 300% poverty line,Away from home-Other-2017–18,0.90,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population,Away from home-Other-2017–18,0.74,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
Iron (mg) - Total population - Children age 2–19,Away from home-Other-2017–18,0.75,"Nutrient intake by food source and demographic characteristics, 2015–16 and 2017–18 "
