Commodity,Year,Attribute,Value
Dextrose: Per capita availability adjusted for loss,1972,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1973,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1974,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1975,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1976,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1977,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1978,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1979,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1980,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1981,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1982,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1983,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1984,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1985,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1986,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1987,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1988,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1989,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1990,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1991,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1992,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1993,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1994,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1995,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1996,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1997,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1998,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1999,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2000,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2001,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2002,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2003,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2004,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2005,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2006,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2007,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2008,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2009,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2010,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2011,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2012,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2013,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2014,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2015,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2016,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2017,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2018,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2019,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2020,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,2021,Serving weight-Grams,4.2
Dextrose: Per capita availability adjusted for loss,1970,Calories available daily-Number,12.77921513
Dextrose: Per capita availability adjusted for loss,1971,Calories available daily-Number,12.90290371
Dextrose: Per capita availability adjusted for loss,1972,Calories available daily-Number,12.83861819
Dextrose: Per capita availability adjusted for loss,1973,Calories available daily-Number,12.84526334
Dextrose: Per capita availability adjusted for loss,1974,Calories available daily-Number,12.64833432
Dextrose: Per capita availability adjusted for loss,1975,Calories available daily-Number,12.18281887
Dextrose: Per capita availability adjusted for loss,1976,Calories available daily-Number,11.52565493
Dextrose: Per capita availability adjusted for loss,1977,Calories available daily-Number,10.82121221
Dextrose: Per capita availability adjusted for loss,1978,Calories available daily-Number,10.25337294
Dextrose: Per capita availability adjusted for loss,1979,Calories available daily-Number,9.854792827
Dextrose: Per capita availability adjusted for loss,1980,Calories available daily-Number,9.607982459
Dextrose: Per capita availability adjusted for loss,1981,Calories available daily-Number,9.420001734
Dextrose: Per capita availability adjusted for loss,1982,Calories available daily-Number,9.382790946
Dextrose: Per capita availability adjusted for loss,1983,Calories available daily-Number,9.45058715
Dextrose: Per capita availability adjusted for loss,1984,Calories available daily-Number,9.597516811
Dextrose: Per capita availability adjusted for loss,1985,Calories available daily-Number,9.74659805
Dextrose: Per capita availability adjusted for loss,1986,Calories available daily-Number,9.949233205
Dextrose: Per capita availability adjusted for loss,1987,Calories available daily-Number,10.10102123
Dextrose: Per capita availability adjusted for loss,1988,Calories available daily-Number,10.25000594
Dextrose: Per capita availability adjusted for loss,1989,Calories available daily-Number,9.844529079
Dextrose: Per capita availability adjusted for loss,1990,Calories available daily-Number,10.11982367
Dextrose: Per capita availability adjusted for loss,1991,Calories available daily-Number,10.15485282
Dextrose: Per capita availability adjusted for loss,1992,Calories available daily-Number,9.970092965
Dextrose: Per capita availability adjusted for loss,1993,Calories available daily-Number,10.2845328
Dextrose: Per capita availability adjusted for loss,1994,Calories available daily-Number,10.60131296
Dextrose: Per capita availability adjusted for loss,1995,Calories available daily-Number,11.02403565
Dextrose: Per capita availability adjusted for loss,1996,Calories available daily-Number,11.08168624
Dextrose: Per capita availability adjusted for loss,1997,Calories available daily-Number,10.4168317
Dextrose: Per capita availability adjusted for loss,1998,Calories available daily-Number,10.11026518
Dextrose: Per capita availability adjusted for loss,1999,Calories available daily-Number,9.721888655
Dextrose: Per capita availability adjusted for loss,2000,Calories available daily-Number,9.3702611
Dextrose: Per capita availability adjusted for loss,2001,Calories available daily-Number,9.151000283
Dextrose: Per capita availability adjusted for loss,2002,Calories available daily-Number,9.128607467
Dextrose: Per capita availability adjusted for loss,2003,Calories available daily-Number,8.582891874
Dextrose: Per capita availability adjusted for loss,2004,Calories available daily-Number,9.220279652
Dextrose: Per capita availability adjusted for loss,2005,Calories available daily-Number,9.027235796
Dextrose: Per capita availability adjusted for loss,2006,Calories available daily-Number,8.61614786
Dextrose: Per capita availability adjusted for loss,2007,Calories available daily-Number,8.256467464
Dextrose: Per capita availability adjusted for loss,2008,Calories available daily-Number,7.648737602
Dextrose: Per capita availability adjusted for loss,2009,Calories available daily-Number,7.541684252
Dextrose: Per capita availability adjusted for loss,2010,Calories available daily-Number,8.085135113
Dextrose: Per capita availability adjusted for loss,2011,Calories available daily-Number,7.951072165
Dextrose: Per capita availability adjusted for loss,2012,Calories available daily-Number,7.442873172
Dextrose: Per capita availability adjusted for loss,2013,Calories available daily-Number,7.29641378
Dextrose: Per capita availability adjusted for loss,2014,Calories available daily-Number,8.248503589
Dextrose: Per capita availability adjusted for loss,2015,Calories available daily-Number,8.243484999
Dextrose: Per capita availability adjusted for loss,2016,Calories available daily-Number,7.626309847
Dextrose: Per capita availability adjusted for loss,2017,Calories available daily-Number,8.23171085
Dextrose: Per capita availability adjusted for loss,2018,Calories available daily-Number,8.211961795
Dextrose: Per capita availability adjusted for loss,2019,Calories available daily-Number,7.819310433
Dextrose: Per capita availability adjusted for loss,2020,Calories available daily-Number,7.821444645
Dextrose: Per capita availability adjusted for loss,2021,Calories available daily-Number,7.686194606
Dextrose: Per capita availability adjusted for loss,1970,Teaspoons available daily-Teaspoons,0.798700946
Dextrose: Per capita availability adjusted for loss,1971,Teaspoons available daily-Teaspoons,0.806431482
Dextrose: Per capita availability adjusted for loss,1972,Teaspoons available daily-Teaspoons,0.802413637
Dextrose: Per capita availability adjusted for loss,1973,Teaspoons available daily-Teaspoons,0.802828959
Dextrose: Per capita availability adjusted for loss,1974,Teaspoons available daily-Teaspoons,0.790520895
Dextrose: Per capita availability adjusted for loss,1975,Teaspoons available daily-Teaspoons,0.761426179
Dextrose: Per capita availability adjusted for loss,1976,Teaspoons available daily-Teaspoons,0.720353433
Dextrose: Per capita availability adjusted for loss,1977,Teaspoons available daily-Teaspoons,0.676325763
Dextrose: Per capita availability adjusted for loss,1978,Teaspoons available daily-Teaspoons,0.640835809
Dextrose: Per capita availability adjusted for loss,1979,Teaspoons available daily-Teaspoons,0.615924552
Dextrose: Per capita availability adjusted for loss,1980,Teaspoons available daily-Teaspoons,0.600498904
Dextrose: Per capita availability adjusted for loss,1981,Teaspoons available daily-Teaspoons,0.588750108
Dextrose: Per capita availability adjusted for loss,1982,Teaspoons available daily-Teaspoons,0.586424434
Dextrose: Per capita availability adjusted for loss,1983,Teaspoons available daily-Teaspoons,0.590661697
Dextrose: Per capita availability adjusted for loss,1984,Teaspoons available daily-Teaspoons,0.599844801
Dextrose: Per capita availability adjusted for loss,1985,Teaspoons available daily-Teaspoons,0.609162378
Dextrose: Per capita availability adjusted for loss,1986,Teaspoons available daily-Teaspoons,0.621827075
Dextrose: Per capita availability adjusted for loss,1987,Teaspoons available daily-Teaspoons,0.631313827
Dextrose: Per capita availability adjusted for loss,1988,Teaspoons available daily-Teaspoons,0.640625371
Dextrose: Per capita availability adjusted for loss,1989,Teaspoons available daily-Teaspoons,0.615283067
Dextrose: Per capita availability adjusted for loss,1990,Teaspoons available daily-Teaspoons,0.63248898
Dextrose: Per capita availability adjusted for loss,1991,Teaspoons available daily-Teaspoons,0.634678301
Dextrose: Per capita availability adjusted for loss,1992,Teaspoons available daily-Teaspoons,0.62313081
Dextrose: Per capita availability adjusted for loss,1993,Teaspoons available daily-Teaspoons,0.6427833
Dextrose: Per capita availability adjusted for loss,1994,Teaspoons available daily-Teaspoons,0.66258206
Dextrose: Per capita availability adjusted for loss,1995,Teaspoons available daily-Teaspoons,0.689002228
Dextrose: Per capita availability adjusted for loss,1996,Teaspoons available daily-Teaspoons,0.69260539
Dextrose: Per capita availability adjusted for loss,1997,Teaspoons available daily-Teaspoons,0.651051982
Dextrose: Per capita availability adjusted for loss,1998,Teaspoons available daily-Teaspoons,0.631891574
Dextrose: Per capita availability adjusted for loss,1999,Teaspoons available daily-Teaspoons,0.607618041
Dextrose: Per capita availability adjusted for loss,2000,Teaspoons available daily-Teaspoons,0.585641319
Dextrose: Per capita availability adjusted for loss,2001,Teaspoons available daily-Teaspoons,0.571937518
Dextrose: Per capita availability adjusted for loss,2002,Teaspoons available daily-Teaspoons,0.570537967
Dextrose: Per capita availability adjusted for loss,2003,Teaspoons available daily-Teaspoons,0.536430742
Dextrose: Per capita availability adjusted for loss,2004,Teaspoons available daily-Teaspoons,0.576267478
Dextrose: Per capita availability adjusted for loss,2005,Teaspoons available daily-Teaspoons,0.564202237
Dextrose: Per capita availability adjusted for loss,2006,Teaspoons available daily-Teaspoons,0.538509241
Dextrose: Per capita availability adjusted for loss,2007,Teaspoons available daily-Teaspoons,0.516029217
Dextrose: Per capita availability adjusted for loss,2008,Teaspoons available daily-Teaspoons,0.4780461
Dextrose: Per capita availability adjusted for loss,2009,Teaspoons available daily-Teaspoons,0.471355266
Dextrose: Per capita availability adjusted for loss,2010,Teaspoons available daily-Teaspoons,0.505320945
Dextrose: Per capita availability adjusted for loss,2011,Teaspoons available daily-Teaspoons,0.49694201
Dextrose: Per capita availability adjusted for loss,2012,Teaspoons available daily-Teaspoons,0.465179573
Dextrose: Per capita availability adjusted for loss,2013,Teaspoons available daily-Teaspoons,0.456025861
Dextrose: Per capita availability adjusted for loss,2014,Teaspoons available daily-Teaspoons,0.515531474
Dextrose: Per capita availability adjusted for loss,2015,Teaspoons available daily-Teaspoons,0.515217812
Dextrose: Per capita availability adjusted for loss,2016,Teaspoons available daily-Teaspoons,0.476644365
Dextrose: Per capita availability adjusted for loss,2017,Teaspoons available daily-Teaspoons,0.514481928
Dextrose: Per capita availability adjusted for loss,2018,Teaspoons available daily-Teaspoons,0.513247612
Dextrose: Per capita availability adjusted for loss,2019,Teaspoons available daily-Teaspoons,0.488706902
Dextrose: Per capita availability adjusted for loss,2020,Teaspoons available daily-Teaspoons,0.48884029
Dextrose: Per capita availability adjusted for loss,2021,Teaspoons available daily-Teaspoons,0.480387163
Corn sweeteners: Per capita availability adjusted for loss,1970,Primary weight-Lbs/year,15.89085662
Corn sweeteners: Per capita availability adjusted for loss,1971,Primary weight-Lbs/year,16.66669593
Corn sweeteners: Per capita availability adjusted for loss,1972,Primary weight-Lbs/year,17.75161781
Corn sweeteners: Per capita availability adjusted for loss,1973,Primary weight-Lbs/year,19.74804191
Corn sweeteners: Per capita availability adjusted for loss,1974,Primary weight-Lbs/year,21.15674259
Corn sweeteners: Per capita availability adjusted for loss,1975,Primary weight-Lbs/year,23.2859362
Corn sweeteners: Per capita availability adjusted for loss,1976,Primary weight-Lbs/year,25.20647961
Corn sweeteners: Per capita availability adjusted for loss,1977,Primary weight-Lbs/year,27.26664793
Corn sweeteners: Per capita availability adjusted for loss,1978,Primary weight-Lbs/year,28.38912567
Corn sweeteners: Per capita availability adjusted for loss,1979,Primary weight-Lbs/year,31.79459377
Corn sweeteners: Per capita availability adjusted for loss,1980,Primary weight-Lbs/year,35.33709193
Corn sweeteners: Per capita availability adjusted for loss,1981,Primary weight-Lbs/year,39.14610336
Corn sweeteners: Per capita availability adjusted for loss,1982,Primary weight-Lbs/year,42.73314535
Corn sweeteners: Per capita availability adjusted for loss,1983,Primary weight-Lbs/year,47.60418383
Corn sweeteners: Per capita availability adjusted for loss,1984,Primary weight-Lbs/year,53.81253702
Corn sweeteners: Per capita availability adjusted for loss,1985,Primary weight-Lbs/year,62.15682739
Corn sweeteners: Per capita availability adjusted for loss,1986,Primary weight-Lbs/year,62.83871665
Corn sweeteners: Per capita availability adjusted for loss,1987,Primary weight-Lbs/year,65.17322614
Corn sweeteners: Per capita availability adjusted for loss,1988,Primary weight-Lbs/year,66.90671208
Corn sweeteners: Per capita availability adjusted for loss,1989,Primary weight-Lbs/year,64.56787699
Corn sweeteners: Per capita availability adjusted for loss,1990,Primary weight-Lbs/year,66.82928967
Corn sweeteners: Per capita availability adjusted for loss,1991,Primary weight-Lbs/year,67.96997638
Corn sweeteners: Per capita availability adjusted for loss,1992,Primary weight-Lbs/year,69.92851989
Corn sweeteners: Per capita availability adjusted for loss,1993,Primary weight-Lbs/year,73.12917915
Corn sweeteners: Per capita availability adjusted for loss,1994,Primary weight-Lbs/year,76.22391493
Corn sweeteners: Per capita availability adjusted for loss,1995,Primary weight-Lbs/year,78.67849939
Corn sweeteners: Per capita availability adjusted for loss,1996,Primary weight-Lbs/year,80.12284608
Corn sweeteners: Per capita availability adjusted for loss,1997,Primary weight-Lbs/year,83.76542739
Corn sweeteners: Per capita availability adjusted for loss,1998,Primary weight-Lbs/year,85.07005551
Corn sweeteners: Per capita availability adjusted for loss,1999,Primary weight-Lbs/year,85.68964992
Corn sweeteners: Per capita availability adjusted for loss,2000,Primary weight-Lbs/year,83.55007186
Corn sweeteners: Per capita availability adjusted for loss,2001,Primary weight-Lbs/year,82.52647865
Corn sweeteners: Per capita availability adjusted for loss,2002,Primary weight-Lbs/year,82.9014091
Corn sweeteners: Per capita availability adjusted for loss,2003,Primary weight-Lbs/year,80.71182946
Corn sweeteners: Per capita availability adjusted for loss,2004,Primary weight-Lbs/year,80.39050783
Corn sweeteners: Per capita availability adjusted for loss,2005,Primary weight-Lbs/year,79.34091187
Corn sweeteners: Per capita availability adjusted for loss,2006,Primary weight-Lbs/year,76.93010892
Corn sweeteners: Per capita availability adjusted for loss,2007,Primary weight-Lbs/year,74.38772724
Corn sweeteners: Per capita availability adjusted for loss,2008,Primary weight-Lbs/year,70.57583447
Corn sweeteners: Per capita availability adjusted for loss,2009,Primary weight-Lbs/year,67.42737224
Corn sweeteners: Per capita availability adjusted for loss,2010,Primary weight-Lbs/year,66.09942485
Corn sweeteners: Per capita availability adjusted for loss,2011,Primary weight-Lbs/year,63.67361689
Corn sweeteners: Per capita availability adjusted for loss,2012,Primary weight-Lbs/year,62.92167769
Corn sweeteners: Per capita availability adjusted for loss,2013,Primary weight-Lbs/year,60.45516818
Corn sweeteners: Per capita availability adjusted for loss,2014,Primary weight-Lbs/year,61.17750996
Corn sweeteners: Per capita availability adjusted for loss,2015,Primary weight-Lbs/year,60.03323678
Corn sweeteners: Per capita availability adjusted for loss,2016,Primary weight-Lbs/year,58.67064202
Corn sweeteners: Per capita availability adjusted for loss,2017,Primary weight-Lbs/year,58.38311879
Corn sweeteners: Per capita availability adjusted for loss,2018,Primary weight-Lbs/year,57.09277283
Corn sweeteners: Per capita availability adjusted for loss,2019,Primary weight-Lbs/year,56.02866593
Corn sweeteners: Per capita availability adjusted for loss,2020,Primary weight-Lbs/year,55.85975914
Corn sweeteners: Per capita availability adjusted for loss,2021,Primary weight-Lbs/year,55.25518448
Corn sweeteners: Per capita availability adjusted for loss,1970,Retail weight-Lbs/year,15.89085662
Corn sweeteners: Per capita availability adjusted for loss,1971,Retail weight-Lbs/year,16.66669593
Corn sweeteners: Per capita availability adjusted for loss,1972,Retail weight-Lbs/year,17.75161781
Corn sweeteners: Per capita availability adjusted for loss,1973,Retail weight-Lbs/year,19.74804191
Corn sweeteners: Per capita availability adjusted for loss,1974,Retail weight-Lbs/year,21.15674259
Corn sweeteners: Per capita availability adjusted for loss,1975,Retail weight-Lbs/year,23.2859362
Corn sweeteners: Per capita availability adjusted for loss,1976,Retail weight-Lbs/year,25.20647961
Corn sweeteners: Per capita availability adjusted for loss,1977,Retail weight-Lbs/year,27.26664793
Corn sweeteners: Per capita availability adjusted for loss,1978,Retail weight-Lbs/year,28.38912567
Corn sweeteners: Per capita availability adjusted for loss,1979,Retail weight-Lbs/year,31.79459377
Corn sweeteners: Per capita availability adjusted for loss,1980,Retail weight-Lbs/year,35.33709193
Corn sweeteners: Per capita availability adjusted for loss,1981,Retail weight-Lbs/year,39.14610336
Corn sweeteners: Per capita availability adjusted for loss,1982,Retail weight-Lbs/year,42.73314535
Corn sweeteners: Per capita availability adjusted for loss,1983,Retail weight-Lbs/year,47.60418383
Corn sweeteners: Per capita availability adjusted for loss,1984,Retail weight-Lbs/year,53.81253702
Corn sweeteners: Per capita availability adjusted for loss,1985,Retail weight-Lbs/year,62.15682739
Corn sweeteners: Per capita availability adjusted for loss,1986,Retail weight-Lbs/year,62.83871665
Corn sweeteners: Per capita availability adjusted for loss,1987,Retail weight-Lbs/year,65.17322614
Corn sweeteners: Per capita availability adjusted for loss,1988,Retail weight-Lbs/year,66.90671208
Corn sweeteners: Per capita availability adjusted for loss,1989,Retail weight-Lbs/year,64.56787699
Corn sweeteners: Per capita availability adjusted for loss,1990,Retail weight-Lbs/year,66.82928967
Corn sweeteners: Per capita availability adjusted for loss,1991,Retail weight-Lbs/year,67.96997638
Corn sweeteners: Per capita availability adjusted for loss,1992,Retail weight-Lbs/year,69.92851989
Corn sweeteners: Per capita availability adjusted for loss,1993,Retail weight-Lbs/year,73.12917915
Corn sweeteners: Per capita availability adjusted for loss,1994,Retail weight-Lbs/year,76.22391493
Corn sweeteners: Per capita availability adjusted for loss,1995,Retail weight-Lbs/year,78.67849939
Corn sweeteners: Per capita availability adjusted for loss,1996,Retail weight-Lbs/year,80.12284608
Corn sweeteners: Per capita availability adjusted for loss,1997,Retail weight-Lbs/year,83.76542739
Corn sweeteners: Per capita availability adjusted for loss,1998,Retail weight-Lbs/year,85.07005551
Corn sweeteners: Per capita availability adjusted for loss,1999,Retail weight-Lbs/year,85.68964992
Corn sweeteners: Per capita availability adjusted for loss,2000,Retail weight-Lbs/year,83.55007186
Corn sweeteners: Per capita availability adjusted for loss,2001,Retail weight-Lbs/year,82.52647865
Corn sweeteners: Per capita availability adjusted for loss,2002,Retail weight-Lbs/year,82.9014091
Corn sweeteners: Per capita availability adjusted for loss,2003,Retail weight-Lbs/year,80.71182946
Corn sweeteners: Per capita availability adjusted for loss,2004,Retail weight-Lbs/year,80.39050783
Corn sweeteners: Per capita availability adjusted for loss,2005,Retail weight-Lbs/year,79.34091187
Corn sweeteners: Per capita availability adjusted for loss,2006,Retail weight-Lbs/year,76.93010892
Corn sweeteners: Per capita availability adjusted for loss,2007,Retail weight-Lbs/year,74.38772724
Corn sweeteners: Per capita availability adjusted for loss,2008,Retail weight-Lbs/year,70.57583447
Corn sweeteners: Per capita availability adjusted for loss,2009,Retail weight-Lbs/year,67.42737224
Corn sweeteners: Per capita availability adjusted for loss,2010,Retail weight-Lbs/year,66.09942485
Corn sweeteners: Per capita availability adjusted for loss,2011,Retail weight-Lbs/year,63.67361689
Corn sweeteners: Per capita availability adjusted for loss,2012,Retail weight-Lbs/year,62.92167769
Corn sweeteners: Per capita availability adjusted for loss,2013,Retail weight-Lbs/year,60.45516818
Corn sweeteners: Per capita availability adjusted for loss,2014,Retail weight-Lbs/year,61.17750996
Corn sweeteners: Per capita availability adjusted for loss,2015,Retail weight-Lbs/year,60.03323678
Corn sweeteners: Per capita availability adjusted for loss,2016,Retail weight-Lbs/year,58.67064202
Corn sweeteners: Per capita availability adjusted for loss,2017,Retail weight-Lbs/year,58.38311879
Corn sweeteners: Per capita availability adjusted for loss,2018,Retail weight-Lbs/year,57.09277283
Corn sweeteners: Per capita availability adjusted for loss,2019,Retail weight-Lbs/year,56.02866593
Corn sweeteners: Per capita availability adjusted for loss,2020,Retail weight-Lbs/year,55.85975914
Corn sweeteners: Per capita availability adjusted for loss,2021,Retail weight-Lbs/year,55.25518448
Corn sweeteners: Per capita availability adjusted for loss,1970,Consumer weight-Lbs/year,14.14286239
Corn sweeteners: Per capita availability adjusted for loss,1971,Consumer weight-Lbs/year,14.83335938
Corn sweeteners: Per capita availability adjusted for loss,1972,Consumer weight-Lbs/year,15.79893985
Corn sweeteners: Per capita availability adjusted for loss,1973,Consumer weight-Lbs/year,17.5757573
Corn sweeteners: Per capita availability adjusted for loss,1974,Consumer weight-Lbs/year,18.8295009
Corn sweeteners: Per capita availability adjusted for loss,1975,Consumer weight-Lbs/year,20.72448322
Corn sweeteners: Per capita availability adjusted for loss,1976,Consumer weight-Lbs/year,22.43376685
Corn sweeteners: Per capita availability adjusted for loss,1977,Consumer weight-Lbs/year,24.26731666
Corn sweeteners: Per capita availability adjusted for loss,1978,Consumer weight-Lbs/year,25.26632185
Corn sweeteners: Per capita availability adjusted for loss,1979,Consumer weight-Lbs/year,28.29718846
Corn sweeteners: Per capita availability adjusted for loss,1980,Consumer weight-Lbs/year,31.45001182
Corn sweeteners: Per capita availability adjusted for loss,1981,Consumer weight-Lbs/year,34.84003199
Corn sweeteners: Per capita availability adjusted for loss,1982,Consumer weight-Lbs/year,38.03249936
Corn sweeteners: Per capita availability adjusted for loss,1983,Consumer weight-Lbs/year,42.36772361
Corn sweeteners: Per capita availability adjusted for loss,1984,Consumer weight-Lbs/year,47.89315795
Corn sweeteners: Per capita availability adjusted for loss,1985,Consumer weight-Lbs/year,55.31957638
Corn sweeteners: Per capita availability adjusted for loss,1986,Consumer weight-Lbs/year,55.92645782
Corn sweeteners: Per capita availability adjusted for loss,1987,Consumer weight-Lbs/year,58.00417127
Corn sweeteners: Per capita availability adjusted for loss,1988,Consumer weight-Lbs/year,59.54697375
Corn sweeteners: Per capita availability adjusted for loss,1989,Consumer weight-Lbs/year,57.46541052
Corn sweeteners: Per capita availability adjusted for loss,1990,Consumer weight-Lbs/year,59.4780678
Corn sweeteners: Per capita availability adjusted for loss,1991,Consumer weight-Lbs/year,60.49327898
Corn sweeteners: Per capita availability adjusted for loss,1992,Consumer weight-Lbs/year,62.2363827
Corn sweeteners: Per capita availability adjusted for loss,1993,Consumer weight-Lbs/year,65.08496945
Corn sweeteners: Per capita availability adjusted for loss,1994,Consumer weight-Lbs/year,67.83928429
Corn sweeteners: Per capita availability adjusted for loss,1995,Consumer weight-Lbs/year,70.02386446
Corn sweeteners: Per capita availability adjusted for loss,1996,Consumer weight-Lbs/year,71.30933301
Corn sweeteners: Per capita availability adjusted for loss,1997,Consumer weight-Lbs/year,74.55123038
Corn sweeteners: Per capita availability adjusted for loss,1998,Consumer weight-Lbs/year,75.71234941
Corn sweeteners: Per capita availability adjusted for loss,1999,Consumer weight-Lbs/year,76.26378843
Corn sweeteners: Per capita availability adjusted for loss,2000,Consumer weight-Lbs/year,74.35956395
Corn sweeteners: Per capita availability adjusted for loss,2001,Consumer weight-Lbs/year,73.448566
Corn sweeteners: Per capita availability adjusted for loss,2002,Consumer weight-Lbs/year,73.7822541
Corn sweeteners: Per capita availability adjusted for loss,2003,Consumer weight-Lbs/year,71.83352822
Corn sweeteners: Per capita availability adjusted for loss,2004,Consumer weight-Lbs/year,71.54755197
Corn sweeteners: Per capita availability adjusted for loss,2005,Consumer weight-Lbs/year,70.61341156
Corn sweeteners: Per capita availability adjusted for loss,2006,Consumer weight-Lbs/year,68.46779694
Corn sweeteners: Per capita availability adjusted for loss,2007,Consumer weight-Lbs/year,66.20507724
Corn sweeteners: Per capita availability adjusted for loss,2008,Consumer weight-Lbs/year,62.81249268
Corn sweeteners: Per capita availability adjusted for loss,2009,Consumer weight-Lbs/year,60.0103613
Corn sweeteners: Per capita availability adjusted for loss,2010,Consumer weight-Lbs/year,58.82848812
Corn sweeteners: Per capita availability adjusted for loss,2011,Consumer weight-Lbs/year,56.66951903
Corn sweeteners: Per capita availability adjusted for loss,2012,Consumer weight-Lbs/year,56.00029314
Corn sweeteners: Per capita availability adjusted for loss,2013,Consumer weight-Lbs/year,53.80509968
Corn sweeteners: Per capita availability adjusted for loss,2014,Consumer weight-Lbs/year,54.44798386
Corn sweeteners: Per capita availability adjusted for loss,2015,Consumer weight-Lbs/year,53.42958073
Corn sweeteners: Per capita availability adjusted for loss,2016,Consumer weight-Lbs/year,52.2168714
Corn sweeteners: Per capita availability adjusted for loss,2017,Consumer weight-Lbs/year,51.96097573
Corn sweeteners: Per capita availability adjusted for loss,2018,Consumer weight-Lbs/year,50.81256781
Corn sweeteners: Per capita availability adjusted for loss,2019,Consumer weight-Lbs/year,49.86551268
Corn sweeteners: Per capita availability adjusted for loss,2020,Consumer weight-Lbs/year,49.71518564
Corn sweeteners: Per capita availability adjusted for loss,2021,Consumer weight-Lbs/year,49.17711419
Corn sweeteners: Per capita availability adjusted for loss,1970,Edible weight-Lbs/year,14.14286239
Corn sweeteners: Per capita availability adjusted for loss,1971,Edible weight-Lbs/year,14.83335938
Corn sweeteners: Per capita availability adjusted for loss,1972,Edible weight-Lbs/year,15.79893985
Corn sweeteners: Per capita availability adjusted for loss,1973,Edible weight-Lbs/year,17.5757573
Corn sweeteners: Per capita availability adjusted for loss,1974,Edible weight-Lbs/year,18.8295009
Corn sweeteners: Per capita availability adjusted for loss,1975,Edible weight-Lbs/year,20.72448322
Corn sweeteners: Per capita availability adjusted for loss,1976,Edible weight-Lbs/year,22.43376685
Corn sweeteners: Per capita availability adjusted for loss,1977,Edible weight-Lbs/year,24.26731666
Corn sweeteners: Per capita availability adjusted for loss,1978,Edible weight-Lbs/year,25.26632185
Corn sweeteners: Per capita availability adjusted for loss,1979,Edible weight-Lbs/year,28.29718846
Corn sweeteners: Per capita availability adjusted for loss,1980,Edible weight-Lbs/year,31.45001182
Corn sweeteners: Per capita availability adjusted for loss,1981,Edible weight-Lbs/year,34.84003199
Corn sweeteners: Per capita availability adjusted for loss,1982,Edible weight-Lbs/year,38.03249936
Corn sweeteners: Per capita availability adjusted for loss,1983,Edible weight-Lbs/year,42.36772361
