Nutrient group,Variable,Value,Commodity
Saturated fat (g/1000kcal) - Total population - Household income > 300% poverty line,Away from home-Restaurant-2017–18,13.07,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population,Away from home-Restaurant-2017–18,44.64,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Children age 2–19,Away from home-Restaurant-2017–18,44.04,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Adults age 20–64,Away from home-Restaurant-2017–18,44.6,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Seniors age 65 and above,Away from home-Restaurant-2017–18,45.25,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income < 185% poverty line,Away from home-Restaurant-2017–18,44.37,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income 185–300% poverty line,Away from home-Restaurant-2017–18,46.54,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income > 300% poverty line,Away from home-Restaurant-2017–18,44.34,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population",Away from home-Restaurant-2017–18,2324.64,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Children age 2–19",Away from home-Restaurant-2017–18,2085.59,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-Restaurant-2017–18,2294.36,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-Restaurant-2017–18,2620.6,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-Restaurant-2017–18,2202.53,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-Restaurant-2017–18,2136.05,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-Restaurant-2017–18,2432.24,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population",Away from home-Fast food-2017–18,459.51,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Children age 2–19",Away from home-Fast food-2017–18,395.43,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-Fast food-2017–18,490.21,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-Fast food-2017–18,399.78,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-Fast food-2017–18,394.55,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-Fast food-2017–18,419.77,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-Fast food-2017–18,528.74,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population",Away from home-Fast food-2017–18,131.26,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Children age 2–19",Away from home-Fast food-2017–18,108.51,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-Fast food-2017–18,136.75,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-Fast food-2017–18,149.98,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-Fast food-2017–18,125.88,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-Fast food-2017–18,130.88,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-Fast food-2017–18,136.02,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population",Away from home-Fast food-2017–18,5.95,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Children age 2–19",Away from home-Fast food-2017–18,6.35,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Adults age 20–64",Away from home-Fast food-2017–18,5.84,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Seniors age 65 and above",Away from home-Fast food-2017–18,5.75,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-Fast food-2017–18,6.2,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-Fast food-2017–18,5.61,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-Fast food-2017–18,5.85,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population",Away from home-Fast food-2017–18,5.86,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Children age 2–19",Away from home-Fast food-2017–18,5.4,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-Fast food-2017–18,5.93,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-Fast food-2017–18,6.5,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-Fast food-2017–18,5.7,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-Fast food-2017–18,5.71,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-Fast food-2017–18,6.04,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population,Away from home-Fast food-2017–18,14.52,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Children age 2–19,Away from home-Fast food-2017–18,14.76,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Adults age 20–64,Away from home-Fast food-2017–18,14.35,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Seniors age 65 and above,Away from home-Fast food-2017–18,15.13,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Household income < 185% poverty line,Away from home-Fast food-2017–18,14.63,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Household income 185–300% poverty line,Away from home-Fast food-2017–18,14.84,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Household income > 300% poverty line,Away from home-Fast food-2017–18,14.32,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population,Away from home-Fast food-2017–18,42.65,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Children age 2–19,Away from home-Fast food-2017–18,43.02,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Adults age 20–64,Away from home-Fast food-2017–18,42.46,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Seniors age 65 and above,Away from home-Fast food-2017–18,43.16,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income < 185% poverty line,Away from home-Fast food-2017–18,43.51,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income 185–300% poverty line,Away from home-Fast food-2017–18,43.93,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income > 300% poverty line,Away from home-Fast food-2017–18,41.49,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population",Away from home-Fast food-2017–18,1747.65,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Children age 2–19",Away from home-Fast food-2017–18,1647.56,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-Fast food-2017–18,1775.73,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-Fast food-2017–18,1801.09,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-Fast food-2017–18,1799.44,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-Fast food-2017–18,1672.07,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-Fast food-2017–18,1728.16,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population",Away from home-School-2017–18,805.32,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Children age 2–19",Away from home-School-2017–18,805.32,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-School-2017–18,826.8,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-School-2017–18,904.09,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-School-2017–18,682.6,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population",Away from home-School-2017–18,82.93,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Children age 2–19",Away from home-School-2017–18,82.93,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-School-2017–18,90.36,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-School-2017–18,70.8,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-School-2017–18,75.43,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population",Away from home-School-2017–18,10.17,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Children age 2–19",Away from home-School-2017–18,10.17,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Adults age 20–64",Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Seniors age 65 and above",Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-School-2017–18,10.38,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-School-2017–18,8.32,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-School-2017–18,11.1,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population",Away from home-School-2017–18,7.23,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Children age 2–19",Away from home-School-2017–18,7.23,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-School-2017–18,7.82,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-School-2017–18,6.86,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-School-2017–18,6.18,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population,Away from home-School-2017–18,11.53,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Children age 2–19,Away from home-School-2017–18,11.53,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Adults age 20–64,Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Seniors age 65 and above,Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Household income < 185% poverty line,Away from home-School-2017–18,11.71,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Household income 185–300% poverty line,Away from home-School-2017–18,12.39,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Household income > 300% poverty line,Away from home-School-2017–18,10.48,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population,Away from home-School-2017–18,31.6,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Children age 2–19,Away from home-School-2017–18,31.6,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Adults age 20–64,Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Seniors age 65 and above,Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income < 185% poverty line,Away from home-School-2017–18,31.76,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income 185–300% poverty line,Away from home-School-2017–18,33.11,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income > 300% poverty line,Away from home-School-2017–18,30.11,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population",Away from home-School-2017–18,1342.52,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Children age 2–19",Away from home-School-2017–18,1342.52,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-School-2017–18,,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-School-2017–18,1415.11,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-School-2017–18,1329.85,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-School-2017–18,1189.51,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population",Away from home-Other-2017–18,609.15,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Children age 2–19",Away from home-Other-2017–18,297.62,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-Other-2017–18,811.39,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-Other-2017–18,317.14,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-Other-2017–18,351.11,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-Other-2017–18,838.37,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Calcium (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-Other-2017–18,760.69,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population",Away from home-Other-2017–18,99.34,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Children age 2–19",Away from home-Other-2017–18,69.5,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-Other-2017–18,110.24,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-Other-2017–18,103.34,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-Other-2017–18,95.11,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-Other-2017–18,73.14,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Cholesterol (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-Other-2017–18,109.84,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population",Away from home-Other-2017–18,7.11,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Children age 2–19",Away from home-Other-2017–18,6.93,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Adults age 20–64",Away from home-Other-2017–18,7.13,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Seniors age 65 and above",Away from home-Other-2017–18,7.3,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-Other-2017–18,8.49,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-Other-2017–18,7.21,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Fiber (g/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-Other-2017–18,5.95,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population",Away from home-Other-2017–18,5.62,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Children age 2–19",Away from home-Other-2017–18,5.34,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-Other-2017–18,5.68,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-Other-2017–18,5.84,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-Other-2017–18,5.53,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-Other-2017–18,5.96,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Iron (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-Other-2017–18,5.61,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population,Away from home-Other-2017–18,12.89,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Children age 2–19,Away from home-Other-2017–18,12.15,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Adults age 20–64,Away from home-Other-2017–18,12.98,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Seniors age 65 and above,Away from home-Other-2017–18,13.69,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Household income < 185% poverty line,Away from home-Other-2017–18,11.59,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Household income 185–300% poverty line,Away from home-Other-2017–18,12.88,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Saturated fat (g/1000kcal) - Total population - Household income > 300% poverty line,Away from home-Other-2017–18,13.97,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population,Away from home-Other-2017–18,37.06,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Children age 2–19,Away from home-Other-2017–18,33.96,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Adults age 20–64,Away from home-Other-2017–18,37.26,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Seniors age 65 and above,Away from home-Other-2017–18,40.96,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income < 185% poverty line,Away from home-Other-2017–18,34.53,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income 185–300% poverty line,Away from home-Other-2017–18,37.03,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
Total fat (g/1000kcal) - Total population - Household income > 300% poverty line,Away from home-Other-2017–18,39.14,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population",Away from home-Other-2017–18,2066.39,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Children age 2–19",Away from home-Other-2017–18,1253.87,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Adults age 20–64",Away from home-Other-2017–18,2507.14,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Seniors age 65 and above",Away from home-Other-2017–18,1631.91,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income < 185% poverty line",Away from home-Other-2017–18,1700.54,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income 185–300% poverty line",Away from home-Other-2017–18,1999.09,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
"Sodium (mg/1,000 calories) - Total population - Household income > 300% poverty line",Away from home-Other-2017–18,2386.09,"Nutrient density by food source and demographic characteristics, 2015–16 and 2017–18 "
